,법정동시군구코드,법정동읍면동코드,법정동지번코드,법정동본번코드,법정동부번코드,도로명,도로명시군구코드,도로명코드,도로명일련번호코드,도로명지상지하코드,도로명건물본번호코드,도로명건물부번호코드,법정동,단지명,지번,전용면적,계약년도,계약월,계약일,거래금액,층,건축년도,단지일련번호,해제여부,해제사유발생일,거래유형,중개사소재지,등기일자,아파트동명,매도자,매수자,토지임대부아파트여부
3263,11650,10100,1,1344,0000,서초대로1길,11650,4163389,01,0,00030,00000,방배동,방배1차현대홈타운,1344,84.96,2025,1,4,226000,9,1999,11650-290,None,None,중개거래,서울 서초구,25.03.14,103,개인,개인,N
3264,11650,10800,1,1510,0015,반포대로21길,11650,4163232,01,0,00027,00000,서초동,서초화원그랑빌,1510-15,79.7,2025,1,4,115000,6,2002,11650-716,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3265,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2025,1,4,291000,7,1987,11650-172,None,None,중개거래,서울 서초구,25.02.28,306,개인,개인,N
3266,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,117.12,2025,1,2,550000,6,2009,11650-3559,None,None,중개거래,서울 서초구,25.06.05,110,개인,개인,N
3267,11650,10800,1,1498,0005,서초대로38길,11650,4163404,01,0,00012,00000,서초동,"마제스타시티(힐스테이트서리풀101,102동)",1498-5,59.97,2025,1,5,185000,3,2017,11650-4516,None,None,중개거래,서울 서초구,25.01.14,힐스테이트 서리풀 101동,개인,개인,N
3268,11650,10700,1,0054,0005,고무래로10길,11650,4163042,01,0,00016,00000,반포동,반포두산힐스빌,54-5,47.7,2025,1,2,94000,7,2001,11650-168,None,None,중개거래,서울 서초구,25.01.15,101,개인,개인,N
3269,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,137.1,2025,2,26,525000,2,1979,11650-125,None,None,중개거래,서울 서초구,25.06.30,212,개인,개인,N
3270,11650,10600,1,0162,0000,반포대로,11650,2121003,01,0,00310,00006,잠원동,반포센트럴자이,162,114.96,2025,2,20,545000,15,2020,11650-4805,None,None,중개거래,"경기 용인시 처인구, 서울 서초구",None,None,개인,개인,N
3271,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.98,2025,2,19,480000,16,2016,11650-4440,None,None,중개거래,서울 서초구,25.06.26,101동,개인,개인,N
3272,11650,10700,1,0046,0000,고무래로10길,11650,4163042,01,0,00039,00000,반포동,엠브이아파트,46,59.82,2025,2,24,135000,2,1994,11650-199,None,None,중개거래,서울 서초구,25.06.30,None,개인,개인,N
3273,11650,10600,1,0157,0000,신반포로33길,11650,4163453,01,0,00015,00000,잠원동,동아,157,84.91,2025,2,16,290000,2,2002,11650-102,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3274,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,84.98,2025,2,5,530000,22,2023,11650-5126,None,None,중개거래,서울 서초구,25.06.19,109,개인,개인,N
3275,11650,10700,1,1343,0000,서초중앙로,11650,3121024,00,None,00206,00000,반포동,디에이치반포라클라스,1343,84.9671,2025,2,13,365000,22,2021,11650-4959,None,None,중개거래,서울 서초구,25.06.10,106,개인,개인,N
3276,11650,10100,1,0797,0022,사평대로6길,11650,4163339,01,0,00106,00000,방배동,방배5차상지리츠빌,797-22,140.64,2025,2,23,197000,4,2004,11650-642,None,None,중개거래,서울 서초구,25.05.26,None,개인,개인,N
3277,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,154.97,2025,2,25,1000000,20,2016,11650-4440,None,None,중개거래,"경기 하남시, 서울 서초구",25.05.21,104동,개인,개인,N
3278,11650,10800,1,1582,0003,반포대로18길,11650,4163228,00,0,00036,00000,서초동,서초센트럴IPARK,1582-3,80.5154,2025,2,26,167000,6,2020,11650-4827,None,None,중개거래,서울 서초구,25.06.30,102동,개인,개인,N
3279,11650,10600,1,0061,0002,잠원로8길,11650,4163529,01,0,00020,00000,잠원동,신반포19,61-2,107.01,2025,2,27,323000,5,1982,11650-116,None,None,중개거래,서울 서초구,25.05.20,330,개인,개인,N
3280,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,59.92,2025,2,22,261000,33,2017,11650-4550,None,None,중개거래,서울 서초구,25.06.12,105,개인,개인,N
3281,11650,10800,1,1609,0006,효령로67길,11650,4163653,01,0,00052,00000,서초동,두진한아름,1609-6,84.96,2025,2,23,160000,10,1995,11650-14,None,None,중개거래,서울 강남구,None,None,개인,개인,N
3282,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,96.48,2025,2,14,370000,2,1979,11650-125,None,None,중개거래,서울 서초구,25.05.15,204,개인,개인,N
3283,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,234.98,2025,2,26,1650000,35,2023,11650-5126,None,None,중개거래,서울 서초구,25.05.20,105,개인,개인,N
3284,11650,10100,1,1010,0001,방배로2길,11650,4163264,01,0,00024,00006,방배동,방배임광3차,1010-1,82.34,2025,2,24,175000,1,1988,11650-342,None,None,중개거래,서울 서초구,25.06.04,12,개인,개인,N
3285,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,105.89,2025,2,20,398000,3,1979,11650-125,None,None,중개거래,서울 서초구,25.05.08,202,개인,개인,N
3286,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,132.439,2025,2,27,542000,7,2009,11650-3500,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3287,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,59.92,2025,2,22,261000,33,2017,11650-4550,O,25.05.09,중개거래,서울 서초구,None,None,개인,개인,N
3288,11650,10800,1,1301,0006,서운로,11650,3121016,01,0,00221,00000,서초동,래미안서초스위트,1301-6,59.9958,2025,2,15,230000,26,2009,11650-3515,None,None,중개거래,서울 서초구,25.06.17,101,개인,개인,N
3289,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,132.439,2025,2,28,520000,9,2009,11650-3500,None,None,중개거래,서울 서초구,25.05.30,118,개인,개인,N
3290,11650,10600,1,0165,0000,잠원로14길,11650,4163526,01,0,00042,00000,잠원동,신반포르엘,165,59.99,2025,2,28,315000,22,2023,11650-5121,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3291,11650,10100,1,0758,0004,방배로43길,11650,4163277,01,0,00030,00000,방배동,삼호2,758-4,177.52,2025,2,28,300000,6,1976,11650-310,None,None,중개거래,서울 서초구,25.05.22,9,개인,개인,N
3292,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,106.5162,2025,2,26,420000,26,2018,11650-4703,None,None,중개거래,서울 서초구,25.06.27,101동,개인,개인,N
3293,11650,10600,1,0061,0002,잠원로8길,11650,4163529,01,0,00020,00000,잠원동,신반포19,61-2,107.01,2025,2,27,337000,5,1982,11650-116,None,None,중개거래,서울 서초구,25.06.09,330,개인,개인,N
3294,11650,10600,1,0157,0000,신반포로33길,11650,4163453,01,0,00015,00000,잠원동,동아,157,84.91,2025,2,27,300000,10,2002,11650-102,None,None,중개거래,서울 서초구,25.06.30,101,개인,개인,N
3295,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.982,2025,2,28,400000,16,2009,11650-3500,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3296,11650,10600,1,0071,0011,잠원로3길,11650,4163527,01,0,00008,00000,잠원동,한신타워,71-11,131.88,2025,2,27,317000,10,1996,11650-150,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3297,11650,10600,1,0061,0002,잠원로8길,11650,4163529,01,0,00020,00000,잠원동,신반포19,61-2,107.01,2025,2,27,323000,5,1982,11650-116,O,25.05.13,중개거래,서울 서초구,None,None,개인,개인,N
3298,11650,10700,1,0046,0000,고무래로10길,11650,4163042,01,0,00039,00000,반포동,엠브이아파트,46,59.82,2025,2,24,135000,2,1994,11650-199,O,25.05.24,중개거래,서울 서초구,None,None,개인,개인,N
3299,11650,10700,1,0030,0001,서초중앙로,11650,3121024,02,0,00242,00000,반포동,삼호가든맨션(5차),30-1,142.11,2025,2,27,370000,3,1986,11650-196,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3300,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,74.95,2025,2,28,147000,7,2012,11650-3821,None,None,직거래,None,25.04.14,202,개인,개인,N
3301,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,114.7,2025,2,27,390000,8,2020,11650-4887,None,None,중개거래,서울 서초구,25.05.27,109동,개인,개인,N
3302,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,100.11,2025,2,24,403000,4,1979,11650-125,None,None,중개거래,서울 서초구,25.06.10,207,개인,개인,N
3303,11650,10800,1,1754,0000,서운로,11650,3121016,01,0,00104,00000,서초동,래미안서초에스티지S,1754,84.8,2025,2,28,300000,21,2018,11650-4622,None,None,중개거래,서울 서초구,25.05.29,204,개인,개인,N
3304,11650,10100,1,0798,0005,동광로,11650,3121004,01,0,00126,00000,방배동,월드빌라트(798-5),798-5,201.71,2025,2,21,205000,3,1996,11650-335,None,None,중개거래,서울 서초구,25.06.30,None,개인,개인,N
3305,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,59.96,2025,2,28,346000,11,2009,11650-3559,None,None,중개거래,"서울 서초구, 서울 용산구",None,None,개인,개인,N
3306,11650,10100,1,1038,0000,효령로,11650,3121021,01,0,00084,00000,방배동,대우(효령),1038,84.91,2025,2,22,183000,9,1992,11650-272,None,None,중개거래,서울 서초구,25.05.27,104,개인,개인,N
3307,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,73.15,2025,2,23,153000,13,1991,11650-440,None,None,중개거래,서울 서초구,25.05.20,108,개인,개인,N
3308,11650,10600,1,0053,0000,잠원로12길,11650,4163525,01,0,00004,00000,잠원동,현대,53,84.87,2025,2,28,240000,8,1993,11650-152,None,None,중개거래,서울 서초구,25.06.09,101,개인,개인,N
3309,11650,10800,1,1582,0003,반포대로18길,11650,4163228,00,0,00036,00000,서초동,서초센트럴IPARK,1582-3,80.5154,2025,2,26,167000,6,2020,11650-4827,None,None,중개거래,서울 서초구,25.06.30,102동,개인,개인,N
3310,11650,10600,1,0163,0000,신반포로23길,11650,4163452,01,0,00023,00000,잠원동,반포르엘,163,121.6097,2025,2,26,570000,30,2022,11650-5015,None,None,중개거래,서울 서초구,25.05.30,105,개인,개인,N
3311,11650,10100,1,0899,0016,서초대로26길,11650,4163394,01,0,00019,00000,방배동,브라운스톤방배,899-16,84.96,2025,2,27,188700,10,2005,11650-630,None,None,중개거래,"서울 서초구, 서울 영등포구",25.05.26,102,개인,개인,N
3312,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.943,2025,2,21,420000,22,2009,11650-3500,None,None,중개거래,서울 서초구,25.06.17,108,개인,개인,N
3313,11650,10800,1,1326,0000,서운로,11650,3121016,01,0,00122,00000,서초동,삼성서초가든스위트,1326,244.83,2025,2,25,460000,4,2000,11650-31,None,None,중개거래,서울 서초구,25.04.09,3,법인,개인,N
3314,11650,10800,1,1582,0003,반포대로18길,11650,4163228,00,0,00036,00000,서초동,서초센트럴IPARK,1582-3,80.5332,2025,2,28,165000,3,2020,11650-4827,None,None,중개거래,서울 서초구,25.05.20,102동,개인,개인,N
3315,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,96.78,2025,2,22,375000,1,1979,11650-125,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3316,11650,10800,1,1682,0000,서초대로65길,11650,4163425,01,0,00013,00010,서초동,서초래미안,1682,111.32,2025,2,19,217000,10,2003,11650-523,None,None,직거래,None,25.05.15,106,개인,개인,N
3317,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,137.1,2025,2,26,525000,2,1979,11650-125,O,25.06.30,중개거래,서울 서초구,None,None,개인,개인,N
3318,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,133.91,2025,2,25,950000,33,2023,11650-5126,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3319,11650,10300,1,0735,0000,태봉로2길,11650,4163582,01,0,00010,00000,우면동,서초네이처힐7단지,735,84.77,2025,2,28,148000,12,2011,11650-3703,None,None,중개거래,서울 서초구,25.06.13,702,개인,개인,N
3320,11650,10600,1,0073,0000,신반포로23길,11650,4163452,01,0,00041,00000,잠원동,신반포2,73,68.91,2025,2,25,300000,1,1978,11650-117,None,None,중개거래,서울 서초구,25.05.15,112,개인,개인,N
3321,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,84.95,2025,2,27,330000,21,2017,11650-4550,None,None,중개거래,서울 서초구,25.06.30,103,개인,개인,N
3322,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,84.93,2025,2,27,350000,24,2020,11650-4887,None,None,중개거래,서울 서초구,25.06.30,106동,개인,개인,N
3323,11650,10700,1,0070,0001,사평대로28길,11650,4163330,01,0,00031,00000,반포동,한신서래,70-1,64.53,2025,2,23,187500,11,1987,11650-232,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3324,11650,10600,1,0063,0002,신반포로33길,11650,4163453,01,0,00066,00000,잠원동,신반포청구,63-2,84.86,2025,2,28,264000,3,1998,11650-141,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3325,11650,10800,1,1312,0003,서운로,11650,3121016,01,0,00200,00000,서초동,롯데캐슬클래식,1312-3,74.3,2025,2,28,248000,17,2006,11650-3300,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3326,11650,10100,1,0752,0036,방배중앙로,11650,3121011,01,0,00207,00010,방배동,방배아크로리버,752-36,124.569,2025,2,23,210000,6,2004,11650-640,None,None,중개거래,서울 서초구,25.05.23,104,개인,개인,N
3327,11650,10200,1,0015,0012,남부순환로356길,11650,4163088,01,0,00082,00000,양재동,해청3차,15-12,75.46,2025,2,28,85000,6,2004,11650-729,None,None,중개거래,서울 서초구,25.05.12,None,개인,개인,N
3328,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,74.96,2025,2,17,281000,17,2017,11650-4550,None,None,중개거래,서울 서초구,25.05.07,103,개인,개인,N
3329,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,84.58,2025,2,19,170000,12,1991,11650-440,None,None,중개거래,서울 서초구,25.05.12,109,개인,개인,N
3330,11650,10600,1,0063,0034,신반포로33길,11650,4163453,01,0,00064,00000,잠원동,한신로얄,63-34,81.05,2025,2,22,226000,11,1992,11650-147,None,None,중개거래,서울 서초구,25.06.27,2,개인,개인,N
3331,11650,10800,1,1757,0000,효령로,11650,3121021,00,None,00391,00000,서초동,서초그랑자이,1757,100.31,2025,2,24,390000,25,2021,11650-4969,None,None,중개거래,서울 강남구,25.05.12,108동,개인,개인,N
3332,11650,10700,1,0030,0026,고무래로,11650,3121001,01,0,00035,00000,반포동,반포리체,30-26,84.967,2025,2,25,368000,26,2010,11650-3617,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3333,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,79.47,2025,2,22,277000,3,1988,11650-28,None,None,중개거래,서울 서초구,25.06.30,1,개인,개인,N
3334,11650,10800,1,1301,0006,서운로,11650,3121016,01,0,00221,00000,서초동,래미안서초스위트,1301-6,95.658,2025,2,26,281000,19,2009,11650-3515,None,None,중개거래,서울 서초구,25.05.30,103,개인,개인,N
3335,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,59.92,2025,2,22,261000,33,2017,11650-4550,None,None,중개거래,서울 서초구,25.06.12,105,개인,개인,N
3336,11650,10100,1,0906,0013,효령로33길,11650,4163633,01,0,00050,00000,방배동,서리풀e편한세상,906-13,121.48,2025,2,28,300000,3,2010,11650-3573,None,None,중개거래,서울 서초구,25.03.21,108,개인,개인,N
3337,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,84.88,2025,2,24,159000,1,1991,11650-440,None,None,중개거래,서울 서초구,25.06.04,105,개인,개인,N
3338,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,84.94,2025,2,24,347000,7,2020,11650-4887,None,None,중개거래,서울 서초구,25.06.20,104동,개인,개인,N
3339,11650,10100,1,0424,0028,방배천로18길,11650,4163687,01,0,00011,00000,방배동,롯데캐슬아르떼,424-28,121.6576,2025,2,18,290000,5,2013,11650-4044,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3340,11650,10600,1,0163,0000,신반포로23길,11650,4163452,01,0,00023,00000,잠원동,반포르엘,163,97.4743,2025,2,26,495000,16,2022,11650-5015,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3341,11650,10100,1,0770,0001,방배로43길,11650,4163277,01,0,00021,00000,방배동,삼호1동~3동,770-1,81.39,2025,2,28,180000,10,1975,11650-309,None,None,중개거래,서울 서초구,25.06.11,2,개인,개인,N
3342,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,74.97,2025,2,27,145000,15,2012,11650-3821,None,None,중개거래,서울 서초구,25.06.24,201,개인,개인,N
3343,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,59.98,2025,2,28,378000,8,2016,11650-4440,None,None,중개거래,서울 서초구,25.05.19,113동,개인,개인,N
3344,11650,10600,1,0067,0001,잠원로,11650,3121019,01,0,00046,00004,잠원동,데뜨아르,67-1,84.94,2025,2,25,206000,10,2008,11650-3450,None,None,중개거래,서울 서초구,25.05.30,1,개인,개인,N
3345,11650,10700,1,0030,0026,고무래로,11650,3121001,01,0,00035,00000,반포동,반포리체,30-26,106.148,2025,2,21,413000,10,2010,11650-3617,None,None,중개거래,서울 서초구,25.06.25,105,개인,개인,N
3346,11650,10600,1,0071,0001,잠원로,11650,3121019,01,0,00085,00000,잠원동,블루힐하우스,71-1,84.54,2025,2,22,249000,15,1999,11650-106,None,None,중개거래,서울 서초구,25.06.17,101,개인,개인,N
3347,11650,10100,1,1010,0001,방배로2길,11650,4163264,01,0,00024,00005,방배동,방배임광3차,1010-1,44.61,2025,2,26,110500,6,1988,11650-342,None,None,중개거래,"서울 서초구, 서울 영등포구",25.05.30,13,개인,개인,N
3348,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,84.98,2025,2,22,550000,29,2023,11650-5126,None,None,중개거래,서울 서초구,25.03.31,119,개인,개인,N
3349,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,84.88,2025,2,16,160000,4,1991,11650-440,None,None,중개거래,서울 서초구,25.05.26,101,개인,개인,N
3350,11650,10700,1,0099,0003,사평대로20길,11650,4163326,01,0,00113,00000,반포동,상지리츠빌2차,99-3,164.86,2025,2,21,230000,3,2004,11650-690,None,None,중개거래,"경기 용인시 수지구, 서울 서초구",None,None,개인,개인,N
3351,11650,10800,1,1509,0001,서초대로40길,11650,4163406,01,0,00072,00000,서초동,서초한빛삼성,1509-1,59.52,2025,2,22,146750,16,1999,11650-42,None,None,중개거래,서울 서초구,25.04.30,102,개인,개인,N
3352,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,59.96,2025,2,24,333000,2,2009,11650-3559,None,None,중개거래,서울 서초구,25.06.26,105,개인,개인,N
3353,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,222.76,2025,2,21,900000,20,2009,11650-3559,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3354,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,79.47,2025,2,26,300000,15,1988,11650-28,None,None,중개거래,"서울 강남구, 서울 서초구",25.06.30,9,개인,개인,N
3355,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00212,00000,서초동,서초푸르지오써밋,1311-10,120.86,2025,2,27,365000,16,2017,11650-4550,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3356,11650,10800,1,1312,0003,서운로,11650,3121016,00,None,00197,00000,서초동,롯데캐슬클래식,1312-3,84.98,2025,2,21,270000,15,2006,11650-3300,None,None,중개거래,서울 서초구,25.04.23,102,개인,개인,N
3357,11650,10100,1,0797,0022,사평대로6길,11650,4163339,01,0,00106,00000,방배동,방배5차상지리츠빌,797-22,140.64,2025,2,23,197000,4,2004,11650-642,O,25.05.26,중개거래,서울 서초구,None,None,개인,개인,N
3358,11650,10100,1,0754,0001,동광로1길,11650,4163119,01,0,00112,00000,방배동,롯데캐슬헤론,754-1,169.08,2025,2,18,227000,12,2006,11650-3317,None,None,중개거래,서울 서초구,25.06.27,101,개인,개인,N
3359,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,84.94,2025,2,28,340000,31,2020,11650-4887,None,None,중개거래,서울 서초구,25.05.20,106동,개인,개인,N
3360,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,59.97,2025,2,23,274500,16,2020,11650-4887,None,None,중개거래,"서울 서초구, 서울 성동구",25.05.30,110동,개인,개인,N
3361,11650,10100,1,1015,0000,방배로,11650,3121010,01,0,00014,00000,방배동,임광,1015,136.38,2025,2,22,243000,2,1985,11650-341,None,None,중개거래,서울 서초구,25.05.16,7,개인,개인,N
3362,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,59.98,2025,2,19,330000,6,2009,11650-3500,None,None,중개거래,서울 서초구,25.06.05,142,개인,개인,N
3363,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,84.6849,2025,2,19,334000,5,2018,11650-4703,None,None,중개거래,서울 서초구,25.06.05,104동,개인,개인,N
3364,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,59.3264,2025,2,23,297000,31,2018,11650-4703,None,None,중개거래,서울 서초구,25.06.25,105동,개인,개인,N
3365,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,133.0453,2025,2,26,430000,4,2018,11650-4703,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3366,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,165.052,2025,2,26,540000,1,2009,11650-3500,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3367,11650,10600,1,0056,0003,잠원로,11650,3121019,01,0,00150,00000,잠원동,한신,56-3,84.52,2025,2,19,286000,14,1992,11650-145,None,None,중개거래,서울 서초구,25.03.31,5,개인,개인,N
3368,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.943,2025,2,26,438000,21,2009,11650-3500,None,None,중개거래,"서울 동작구, 서울 서초구",None,None,개인,개인,N
3369,11650,10100,1,1010,0001,방배로2길,11650,4163264,01,0,00024,00006,방배동,방배임광3차,1010-1,84.0,2025,2,21,180000,2,1988,11650-342,None,None,중개거래,서울 서초구,25.05.21,11,개인,개인,N
3370,11650,10700,1,1341,0000,서초중앙로,11650,3121024,02,0,00220,00000,반포동,반포래미안아이파크,1341,99.92,2025,2,21,410000,27,2018,11650-4678,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3371,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.95,2025,2,17,479000,23,2016,11650-4440,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3372,11650,10600,1,0162,0000,반포대로,11650,2121003,01,0,00310,00006,잠원동,반포센트럴자이,162,98.96,2025,2,27,480000,14,2020,11650-4805,None,None,중개거래,서울 서초구,25.05.23,105,개인,개인,N
3373,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,163.81,2025,2,27,425000,9,1988,11650-28,None,None,중개거래,서울 서초구,25.06.27,23,개인,개인,N
3374,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,105.89,2025,2,20,398000,3,1979,11650-125,None,None,중개거래,서울 서초구,25.05.08,202,개인,개인,N
3375,11650,10300,1,0070,0000,바우뫼로,11650,3121009,02,0,00053,00000,우면동,코오롱,70,52.47,2025,2,24,120000,5,1994,11650-482,None,None,중개거래,서울 서초구,25.06.02,103,개인,개인,N
3376,11650,10100,1,0776,0003,방배로37길,11650,4163272,01,0,00026,00009,방배동,쌍용예가클래식,776-3,89.844,2025,2,28,204000,5,2006,11650-265,O,25.03.14,중개거래,서울 서초구,None,None,개인,개인,N
3377,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,66.29,2025,2,28,226000,3,1987,11650-97,None,None,중개거래,서울 서초구,25.06.30,4,개인,개인,N
3378,11650,10100,1,0776,0003,방배로37길,11650,4163272,01,0,00026,00009,방배동,쌍용예가클래식,776-3,89.844,2025,2,28,204000,5,2006,11650-265,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3379,11650,10800,1,1685,0003,서초중앙로,11650,3121024,03,0,00188,00000,서초동,아크로비스타,1685-3,137.98,2025,2,21,274800,3,2004,11650-724,None,None,중개거래,서울 서초구,25.04.02,A,개인,개인,N
3380,11650,10100,1,3283,0000,방배로,11650,3121010,00,0,00021,00000,방배동,방배그랑자이,3283,84.972,2025,2,22,305000,12,2021,11650-4970,None,None,중개거래,서울 서초구,None,None,개인,개인,N
3381,11650,10800,1,1312,0003,서운로,11650,3121016,00,None,00197,00000,서초동,롯데캐슬클래식,1312-3,84.98,2025,2,24,280000,18,2006,11650-3300,None,None,중개거래,서울 서초구,25.05.29,102,개인,개인,N
3382,11650,10800,1,1312,0003,서운로,11650,3121016,01,0,00200,00000,서초동,롯데캐슬클래식,1312-3,120.18,2025,2,17,330000,18,2006,11650-3300,None,None,중개거래,"서울 동대문구, 서울 서초구",None,None,개인,개인,N
3383,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,79.47,2025,2,19,222500,6,1988,11650-28,None,None,직거래,None,25.03.14,7,개인,개인,N
3384,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,84.58,2025,2,17,161000,3,1991,11650-440,None,None,중개거래,"서울 강남구, 서울 서초구",25.04.04,109,개인,개인,N
3385,11650,10600,1,0165,0000,잠원로14길,11650,4163526,01,0,00042,00000,잠원동,신반포르엘,165,84.92,2025,2,27,360000,20,2023,11650-5121,None,None,중개거래,서울 서초구,25.06.04,101,개인,개인,N
